rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,text
rec-306-org,danielle,morrison,95,london circuit,sec 552,bibra lake,4701,vic,19030709,8907802,danielle morrison london circuit sec 552 bibra lake 4701 vic 19030709
rec-1185-dup-0,alessandria,rabbitt,19,ellenborough street,inglemer,mirrabooka,2186,vic,19900410,6217834,alessandria rabbitt ellenborough street inglemer mirrabooka 2186 vic 19900410
rec-1346-org,phoebe,pettman-south,108,kernot street,surfrider carvn park,ballina,3175,vic,19720328,9681847,phoebe pettman-south kernot street surfrider carvn park ballina 3175 vic 19720328
rec-907-dup-0,laura,braunak,87,durville crescent,,graceyville,2536,nsw,19550419,6978084,laura braunak durville crescent  graceyville 2536 nsw 19550419
rec-443-dup-0,joshu a,hohn,97,somme rlad place,coralyn,eight mile plains,3178,vic,19260422,6588717,joshu a hohn somme rlad place coralyn eight mile plains 3178 vic 19260422
rec-361-org,millane,mccarthy,3,alfred hill drive,hold fast shores,mortlake,2032,wa,19630818,6220857,millane mccarthy alfred hill drive hold fast shores mortlake 2032 wa 19630818
rec-891-dup-0,emma,thackeray,71,kinkead street,warrah lea,newcomb,4161,,19670913,4676877,emma thackeray kinkead street warrah lea newcomb 4161  19670913
rec-1177-org,,,1,amaroo wallaroo road,parkside flats,chester hill,4811,nsw,19250804,1323712,  amaroo wallaroo road parkside flats chester hill 4811 nsw 19250804
rec-818-org,malakai,schoppe,31,boddington crescent,broadwater caravn park,trafalgar,2747,vic,19141221,9890346,malakai schoppe boddington crescent broadwater caravn park trafalgar 2747 vic 19141221
rec-1845-org,anastasia,kromwyk,17,dyson street,,talwood,4115,vic,,8198114,anastasia kromwyk dyson street  talwood 4115 vic 
rec-1334-org,jared,wytkin,61,belfield crescent,rowethorpe,bundaberg,5081,,19831025,2988806,jared wytkin belfield crescent rowethorpe bundaberg 5081  19831025
rec-1113-dup-2,brinaa,morrison,4,coolac vplace,esk farm,seaton,2566,vic,19131203,2277933,brinaa morrison coolac vplace esk farm seaton 2566 vic 19131203
rec-332-dup-0,lily,petersen,13,bissenberger crescent,,melville,2250,,19020326,3851124,lily petersen bissenberger crescent  melville 2250  19020326
rec-1815-org,sophie,lovelock,7,calder crescent,,pitt town,3810,nsw,19470413,1321061,sophie lovelock calder crescent  pitt town 3810 nsw 19470413
rec-144-org,joshua,eyles,27,harcourt street,belmore river,underdale,2112,vic,19861219,1761692,joshua eyles harcourt street belmore river underdale 2112 vic 19861219
rec-1903-dup-0,abbey,herno,1,drosera place,quandialla,yarra junction,0800,vic,19760613,2291123,abbey herno drosera place quandialla yarra junction 0800 vic 19760613
rec-853-org,alexandra,heron,327,tullaroop street,vinery,elsternwick,6208,nsw,19400609,9873657,alexandra heron tullaroop street vinery elsternwick 6208 nsw 19400609
rec-1035-dup-0,jaiden,rollins,48,tulgeywood,rossarden street,balwyn north,2224,nt,19280722,7626396,jaiden rollins tulgeywood rossarden street balwyn north 2224 nt 19280722
rec-960-dup-1,timothy,neville,21,fihelly street,villa2,st lucia,3108,wa,19781123,1955388,timothy neville fihelly street villa2 st lucia 3108 wa 19781123
rec-1124-dup-0,jarod,mccarthy,63,henty street,moriah ifelds,,2166,nsw,19400529,6158276,jarod mccarthy henty street moriah ifelds  2166 nsw 19400529
rec-517-dup-4,erin,humphreys,11,endeavour street,lake macquzrie vlge,umina beach,4873,nsw,19670519,9387932,erin humphreys endeavour street lake macquzrie vlge umina beach 4873 nsw 19670519
rec-1746-dup-0,ruby,reid,7,fitzmaurice street,,eaglwhawk,2260,qld,19120626,8386277,ruby reid fitzmaurice street  eaglwhawk 2260 qld 19120626
rec-283-dup-2,charlie,primvaera,6,chauvel street,st francis vlge,dover yeights,2533,nsw,19250314,3173638,charlie primvaera chauvel street st francis vlge dover yeights 2533 nsw 19250314
rec-439-dup-1,christian,ferris,3,coombe street,warraview,plumpton,5008,nsw,19930222,1670806,christian ferris coombe street warraview plumpton 5008 nsw 19930222
rec-1967-dup-2,eliza,mason,57,kennedy sreet,brentwodo vlge,bundamba,4067,tas,19071124,3004030,eliza mason kennedy sreet brentwodo vlge bundamba 4067 tas 19071124
rec-1062-dup-3,kylie,dixon,4,sanford xplace,white lofdge,phillip,5047,sa,19000404,7161189,kylie dixon sanford xplace white lofdge phillip 5047 sa 19000404
rec-71-dup-0,lauren,paine,27,mcvey pace,yambira,helid on,2776,qld,19440502,4517134,lauren paine mcvey pace yambira helid on 2776 qld 19440502
rec-1925-dup-3,alexandra,grosvenor,16,anembo street,glenlee,frankston,4818,nsw,19930305,2128447,alexandra grosvenor anembo street glenlee frankston 4818 nsw 19930305
rec-1109-org,harrison,schumann,24,monaro crescent,donnelly rvr villg,oakleigh,2280,nsw,19991013,9551413,harrison schumann monaro crescent donnelly rvr villg oakleigh 2280 nsw 19991013
rec-1644-dup-1,beams,emiily,1,tarrabo ol street,,andergrove,2075,qld,19011124,6512231,beams emiily tarrabo ol street  andergrove 2075 qld 19011124
rec-1157-dup-1,ryan,fey,82,kitchener street,un t 1,slacks creek,3450,qld,19870928,4515379,ryan fey kitchener street un t 1 slacks creek 3450 qld 19870928
rec-738-dup-2,georgia,byersi,17,hilder street,,palmerston,4740,nse,19550530,6410415,georgia byersi hilder street  palmerston 4740 nse 19550530
rec-362-org,anika,spicer,3,melrose drive,rmbe 770,view bank,2067,nsw,19861012,1434508,anika spicer melrose drive rmbe 770 view bank 2067 nsw 19861012
rec-1835-org,liam,kothe,8,beaurepaire crescent,,allawah,4570,qld,19740720,6657084,liam kothe beaurepaire crescent  allawah 4570 qld 19740720
rec-219-dup-4,jaco b,,24,downward place,banksia village,bunbury,4671,qld,19470530,3777070,jaco b  downward place banksia village bunbury 4671 qld 19470530
rec-899-org,pia,campbell,28,euree street,ursula,corowa,3199,vic,19150704,7029505,pia campbell euree street ursula corowa 3199 vic 19150704
rec-550-org,lucinda,mcneill,7,ashburton circuit,malekula,vaucluse,3223,qld,19090228,4364711,lucinda mcneill ashburton circuit malekula vaucluse 3223 qld 19090228
rec-1407-org,olivia,wheatley,5,crisp circuit,stanhope sth,lake clarendon,4575,qld,19421007,5051083,olivia wheatley crisp circuit stanhope sth lake clarendon 4575 qld 19421007
rec-1258-dup-0,thomas,finlay,2,vicke ry street,brindabella court,page,2160,qld,19520829,5555657,thomas finlay vicke ry street brindabella court page 2160 qld 19520829
rec-517-dup-1,erin,humphreys,11,endeavour street,lake macquaire vlge,elanora heights,4874,nsw,19670519,5094045,erin humphreys endeavour street lake macquaire vlge elanora heights 4874 nsw 19670519
rec-286-dup-1,dominic,,2,oxley street,clear creek,northgate,3000,wa,19890621,5173538,dominic  oxley street clear creek northgate 3000 wa 19890621
rec-1343-dup-1,isabella,gilbertson,67,boswell c rescent,,morwell,4704,qld,19111011,9304242,isabella gilbertson boswell c rescent  morwell 4704 qld 19111011
rec-1985-dup-0,holly,shepherd,44,castlereaghcrescent,dalkeith cottage,eaton,6060,vic,19980816,1917978,holly shepherd castlereaghcrescent dalkeith cottage eaton 6060 vic 19980816
rec-4-org,lachlan,goldsworthy,61,ashkanasy crescent,mcivor ridge,rowville,3158,vic,19450818,8577437,lachlan goldsworthy ashkanasy crescent mcivor ridge rowville 3158 vic 19450818
rec-990-org,andrea,brokenshire,3,sturdee crescent,,birmingham gardens,2455,nsw,19450619,2381532,andrea brokenshire sturdee crescent  birmingham gardens 2455 nsw 19450619
rec-1570-org,jed,hearn,560,gairdner circuit,hd curramulka,alice springs,3056,qld,19060312,9442649,jed hearn gairdner circuit hd curramulka alice springs 3056 qld 19060312
rec-410-dup-2,jordhau,ryan,16,carnegie crescent,tahmoor,millrbook,6004,vic,19900903,2479030,jordhau ryan carnegie crescent tahmoor millrbook 6004 vic 19900903
rec-1799-org,joshua,morrison,17,beasley street,,tingalpa,5097,vic,19101123,1294692,joshua morrison beasley street  tingalpa 5097 vic 19101123
rec-1852-dup-0,flynn,crea,45,,,lismore,2068,nsw,19610318,7062906,flynn crea   lismore 2068 nsw 19610318
rec-1271-dup-1,jacob,marampon,39,lowanna street,glenveagh,keysborough,3806,vic,,7380723,jacob marampon lowanna street glenveagh keysborough 3806 vic 
rec-750-org,olivia,philps,84,ennor crescent,yarawee,king river,2540,nsw,19770302,4412451,olivia philps ennor crescent yarawee king river 2540 nsw 19770302
rec-247-org,madison,fenwick,63,terry close,llandina,glenside,4551,sa,19210711,9717577,madison fenwick terry close llandina glenside 4551 sa 19210711
rec-277-org,juliana,petersen,25,currong street,admiralty quays,glenside,5280,nsw,19610510,1726629,juliana petersen currong street admiralty quays glenside 5280 nsw 19610510
rec-1191-dup-3,loan,green,11,marlock street,kersley mews,an ula,6233,nsw,19440514,2837625,loan green marlock street kersley mews an ula 6233 nsw 19440514
rec-1616-dup-0,ebpony,,90,david street,,long jetty,6630,nsw,19410614,7166687,ebpony  david street  long jetty 6630 nsw 19410614
rec-960-org,timothy,neville,21,fihelly street,villa 2,st lucia,3108,wa,19781123,1955388,timothy neville fihelly street villa 2 st lucia 3108 wa 19781123
rec-421-dup-2,charlei,ebert,21,brewste r place,summerdale medical centre,frankston,4570,vic,19711020,3939901,charlei ebert brewste r place summerdale medical centre frankston 4570 vic 19711020
rec-454-dup-0,bianca,marlow,34,dietricho place,,alice springs,5065,wa,19980201,4351633,bianca marlow dietricho place  alice springs 5065 wa 19980201
rec-1236-dup-1,kayne,priest,48,temperley street,sunrest squd,north nrarabeen,3995,wa,19831118,1585410,kayne priest temperley street sunrest squd north nrarabeen 3995 wa 19831118
rec-108-org,madison,boxhall,10,yanda street,kookaburra village,dapto,4703,sa,19170926,7262746,madison boxhall yanda street kookaburra village dapto 4703 sa 19170926
rec-1390-org,erin,birchby,24,burrowes place,elston,creswick,4721,vic,19461022,7298611,erin birchby burrowes place elston creswick 4721 vic 19461022
rec-1111-dup-2,jasmine,sach,17,goble s treet,ren own,gawler west,2031,nsw,19791109,2530372,jasmine sach goble s treet ren own gawler west 2031 nsw 19791109
rec-1548-org,jack,brock,1,duhig place,,boyanup,2484,nsw,19800422,8460078,jack brock duhig place  boyanup 2484 nsw 19800422
rec-1452-org,hugo,walkington,51,oxley street,karoo,oak park,6026,nsw,19150227,8296721,hugo walkington oxley street karoo oak park 6026 nsw 19150227
rec-1941-org,,whiteley,17,mcluckie crescent,kintrye,malvern east,4810,vic,19800908,2774642, whiteley mcluckie crescent kintrye malvern east 4810 vic 19800908
rec-1776-org,cameron,unyland,25,chewings street,underwood,broken hill,6109,qld,19980904,2071902,cameron unyland chewings street underwood broken hill 6109 qld 19980904
rec-1334-dup-0,jared,wytkon,61,belfield crescent,rowethorpe,bundaberg,5081,,19831025,2988806,jared wytkon belfield crescent rowethorpe bundaberg 5081  19831025
rec-1399-org,danielle,millar,6,stanfield close,rosetta village,blackburn north,3102,qld,19991007,1611706,danielle millar stanfield close rosetta village blackburn north 3102 qld 19991007
rec-1577-org,charlotte,carbone,12,peppin place,,albury,4559,sa,19171126,4856046,charlotte carbone peppin place  albury 4559 sa 19171126
rec-147-dup-0,matthew,seddon,195,collingriddge street,port 366,paralowie,3830,nsw,19920305,6514580,matthew seddon collingriddge street port 366 paralowie 3830 nsw 19920305
rec-1416-dup-1,any,miteff,68,john clelad crescent,barkom,blackheath,2036,qld,19160228,2583901,any miteff john clelad crescent barkom blackheath 2036 qld 19160228
rec-1539-dup-0,jessica,wasley,53,eyre street,milmilland,cronulla,2564,wa,19931004,3209589,jessica wasley eyre street milmilland cronulla 2564 wa 19931004
rec-250-org,keely,dixon,2,lacey place,briars meadows,barrington,5087,nsw,19380328,5477511,keely dixon lacey place briars meadows barrington 5087 nsw 19380328
rec-397-org,matthew,brookhouse,3,goodparla street,timdoolin,highett,2170,nsw,19101115,6804612,matthew brookhouse goodparla street timdoolin highett 2170 nsw 19101115
rec-1425-org,,rundle,101,eaglemont retreat,laalgarths,prospect,6168,qld,19070103,7881088, rundle eaglemont retreat laalgarths prospect 6168 qld 19070103
rec-1707-dup-4,,frgh,62,matina street,sun city r esort,ascot park,4107,wa,19760203,9419843, frgh matina street sun city r esort ascot park 4107 wa 19760203
rec-1481-org,olivia,cecotti,4,dobell circuit,,cabramatta,6152,vic,19580919,6701777,olivia cecotti dobell circuit  cabramatta 6152 vic 19580919
rec-1113-dup-1,brianna,morrison,4,burston place,esk f airm,seaton,2566,vic,19131203,2277933,brianna morrison burston place esk f airm seaton 2566 vic 19131203
rec-1076-dup-1,sarah,greenw,37,kelleway avenue,allandale,marlesgon,6014,qld,19140908,6213427,sarah greenw kelleway avenue allandale marlesgon 6014 qld 19140908
rec-1050-org,jenna,pasalic,679,tarana street,mallanganee,osborne,4342,vic,19541124,7730932,jenna pasalic tarana street mallanganee osborne 4342 vic 19541124
rec-905-org,kylie,koziol,16,wolff crescent,brentwood vlge,kurrajong heights,3135,vic,19320709,9336502,kylie koziol wolff crescent brentwood vlge kurrajong heights 3135 vic 19320709
rec-1811-dup-0,samuel,walls,74,shoalhaven avenue,clearc reek,racevieh,3223,nsw,19370409,4859969,samuel walls shoalhaven avenue clearc reek racevieh 3223 nsw 19370409
rec-436-org,christopher,behnke,378,troughton street,,geranium,3496,qld,19080930,7045937,christopher behnke troughton street  geranium 3496 qld 19080930
rec-497-dup-3,alexandra,clarke,184,sadlier srreet,yakatoon,westbrook,2756,qld,19190129,2749367,alexandra clarke sadlier srreet yakatoon westbrook 2756 qld 19190129
rec-1697-dup-2,zachary,ebert,64,costello circuit,foxlea,mosman,2280,nsw,19390217,2473890,zachary ebert costello circuit foxlea mosman 2280 nsw 19390217
rec-762-org,zarlia,lowe,48,van raalte place,hd blanche sec 28,cabramatta,3192,wa,19730726,2720933,zarlia lowe van raalte place hd blanche sec 28 cabramatta 3192 wa 19730726
rec-111-org,jasmine,morrison,16,methven place,armidale,point lonsdale,3211,wa,19760810,1195414,jasmine morrison methven place armidale point lonsdale 3211 wa 19760810
rec-1554-dup-0,joshua,felmingham,46,fullagar crescent,mariner views,evandsle,2229,nsw,19810315,8249572,joshua felmingham fullagar crescent mariner views evandsle 2229 nsw 19810315
rec-1684-dup-4,holly,stoker,5,ballumbir street,chetwynd,kirrawee,6009,vic,19300121,8373818,holly stoker ballumbir street chetwynd kirrawee 6009 vic 19300121
rec-1478-dup-1,nicilas,fogg,48,wilshire street,safar i lodge,lemonhrove,2011,,19901127,3325932,nicilas fogg wilshire street safar i lodge lemonhrove 2011  19901127
rec-1329-dup-0,grayson,stanley,9,eaglemont retreat,,brighton-le-sands,4107,tas,19710422,5818249,grayson stanley eaglemont retreat  brighton-le-sands 4107 tas 19710422
rec-1341-dup-0,liam,grubb,63,rowellsplace,,kotara south,3002,qld,19660416,6643838,liam grubb rowellsplace  kotara south 3002 qld 19660416
rec-686-org,toby,garran,8,mcguiness place,the tops,miami,3125,qld,19520817,8221456,toby garran mcguiness place the tops miami 3125 qld 19520817
rec-439-dup-2,christian,walch,3,coombe street,warraview,plumpotn,5008,nsw,19930222,1670806,christian walch coombe street warraview plumpotn 5008 nsw 19930222
rec-288-dup-0,nataoia,georfe,22,woollum s treet,glenview,morwell,6065,wa,19540306,7746839,nataoia georfe woollum s treet glenview morwell 6065 wa 19540306
rec-1069-org,connor,moerland,38,arthur circle,red cross units,greenwood,2680,wa,19351222,6169516,connor moerland arthur circle red cross units greenwood 2680 wa 19351222
rec-1353-dup-0,jessica,mac kinder,15,wright place,,lavender bay,4727,sa,19191217,1762210,jessica mac kinder wright place  lavender bay 4727 sa 19191217
rec-761-dup-0,hayley,white,1,hallenc lose,chelsez house,oran ge,2176,sa,19810909,4247423,hayley white hallenc lose chelsez house oran ge 2176 sa 19810909
rec-302-org,amber,white,31,moodie street,degafelga,eaton,2042,nsw,19120819,2839026,amber white moodie street degafelga eaton 2042 nsw 19120819
rec-704-org,jaxin,helling,13,donald place,the mount,riverhills,4214,vic,19141026,3066240,jaxin helling donald place the mount riverhills 4214 vic 19141026
rec-1641-org,benjamin,presley,85,namatjira drive,guest village (cnr bullcreek d drive,sunnybank,2320,wa,19831208,5671732,benjamin presley namatjira drive guest village (cnr bullcreek d drive sunnybank 2320 wa 19831208
rec-216-dup-2,keeley,felmingham,32,angliss place,cranbrook,annandale,2670,nsw,19860811,5148092,keeley felmingham angliss place cranbrook annandale 2670 nsw 19860811
rec-773-dup-1,kaysey,kon,1,ohiostation,gaylard place,,5009,vic,19600828,8475924,kaysey kon ohiostation gaylard place  5009 vic 19600828
rec-980-dup-3,spyke,karlsen,4,northam street,aptmt 206,southbank,2329,aw,19110129,5567470,spyke karlsen northam street aptmt 206 southbank 2329 aw 19110129
rec-292-org,keziah,parr,20,clift crescent,brookvale,murphys creek,2761,nsw,19550103,3697304,keziah parr clift crescent brookvale murphys creek 2761 nsw 19550103
rec-268-org,kyle,malin,318,namadgi circuit,old hillside,mooroolbark,3912,wa,19091113,3977557,kyle malin namadgi circuit old hillside mooroolbark 3912 wa 19091113
rec-1951-dup-0,roisin,bishop,32,manning street,rosehlen,mount colah,2902,vic,19481220,9469770,roisin bishop manning street rosehlen mount colah 2902 vic 19481220
rec-607-dup-1,,blyde,,torrens street,moorillyah,port augusta,3620,vic,19650621,8787550, blyde torrens street moorillyah port augusta 3620 vic 19650621
